SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
22,20:15:22,2024-06-05,fvfm_wb,rebecca,,003,002,035,0.487695,2.915536,0.417807,5.005933,1.632034,1.537276,2.809693,1.177660,15.294601,16.237364,27.954086,0.298530,1.800000,PSF-01225_20240605201522_b53,139.314301,643.108582,0.783374,0.000000,0.000000,0.000000,0.5,0.80,0.518441,1.000000,52.36,49.32,24.67,22.94,22.94,100.51,155.9,154.3,1.0,2,4.067,20:13:16,2024-06-05,0.17,1,-0.005,-0.003,-0.015,-0.255,0.008,-0.034,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.438689,2.428074,1.659923,0.940275,0.276382,-0.018925,0.447914,0.108421,139.314301,0.000209,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605201522_b53,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
23,20:15:46,2024-06-05,fvfm_wb,rebecca,,003,003,035,0.362348,2.914547,0.322281,3.729823,1.629004,1.558346,2.766787,1.137782,15.504426,16.207426,27.527546,0.298530,1.800000,PSF-01225_20240605201546_39e,125.787018,601.158142,0.790759,0.000000,0.000000,0.000000,0.5,0.80,0.251631,1.000000,52.22,49.96,24.68,22.69,22.69,100.51,155.8,135.5,13.1,1,4.067,20:13:16,2024-06-05,0.17,1,-0.006,-0.002,-9999.000,0.196,0.500,-9999.000,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.439476,2.427900,1.658893,0.892572,0.276237,-0.021993,0.449525,0.107814,125.787018,0.000212,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605201546_39e,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
24,20:16:12,2024-06-05,fvfm_wb,rebecca,,003,004,035,0.055883,2.917543,0.054833,0.706701,1.571896,1.558532,2.838844,1.266948,15.506586,15.639549,28.245020,0.298530,1.800000,PSF-01225_20240605201612_a81,122.437836,598.267456,0.795346,0.000000,0.000000,0.000000,0.5,0.80,0.487233,1.000000,50.36,49.93,24.69,23.11,23.11,100.51,156.2,133.4,14.6,2,4.066,20:13:16,2024-06-05,0.17,1,-0.002,-0.003,-9999.000,0.177,0.440,-9999.000,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.439442,2.425581,1.662023,0.887438,0.276118,-0.017244,0.451319,0.108334,122.437836,0.000215,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605201612_a81,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
25,20:16:35,2024-06-05,fvfm_wb,rebecca,,001,001,040,0.082283,2.915988,0.080025,0.978058,1.581165,1.562648,2.782913,1.201749,15.547345,15.731571,27.688202,0.298530,1.800000,PSF-01225_20240605201635_7df,134.808182,653.262024,0.793638,0.000000,0.000000,0.000000,0.5,0.80,0.645911,1.000000,50.62,50.03,24.70,22.78,22.78,100.51,156.0,148.0,5.1,2,4.065,20:13:16,2024-06-05,0.17,1,-0.004,-0.005,-0.013,0.406,0.268,0.327,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.439561,2.425906,1.660395,0.923987,0.275992,-0.021154,0.452888,0.108690,134.808182,0.000217,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605201635_7df,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
26,20:17:10,2024-06-05,fvfm_wb,rebecca,,001,002,040,0.040494,2.916606,0.039939,0.522430,1.565733,1.555845,2.851549,1.285816,15.479856,15.578228,28.371433,0.298530,1.800000,PSF-01225_20240605201710_3e5,130.806686,623.871460,0.790331,0.000000,0.000000,0.000000,0.5,0.80,0.525766,1.000000,50.06,49.74,24.72,23.19,23.19,100.51,156.1,146.5,6.1,2,4.064,20:13:16,2024-06-05,0.17,1,-0.003,0.000,-9999.000,-0.151,-0.052,-9999.000,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.439205,2.425202,1.661041,0.920251,0.275744,-0.016792,0.455314,0.108427,130.806686,0.000215,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605201710_3e5,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
27,20:17:35,2024-06-05,fvfm_wb,rebecca,,001,003,040,0.031936,2.917068,0.031590,0.425736,1.551950,1.543893,2.876726,1.324777,15.359832,15.439979,28.619869,0.298530,1.800000,PSF-01225_20240605201735_4fa,135.496979,584.111816,0.768029,0.000000,0.000000,0.000000,0.5,0.80,0.503932,1.000000,49.58,49.32,24.74,23.33,23.33,100.51,156.1,136.0,12.9,2,4.064,20:13:16,2024-06-05,0.17,1,-0.001,-0.001,-0.029,0.292,0.507,1.114,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.438677,2.424596,1.661525,0.894009,0.275586,-0.015282,0.456981,0.108411,135.496979,0.000212,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605201735_4fa,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
28,20:18:02,2024-06-05,fvfm_wb,rebecca,,001,004,040,0.072372,2.915565,0.070619,0.972164,1.552242,1.533825,2.905253,1.353011,15.260007,15.443237,28.904324,0.298530,1.800000,PSF-01225_20240605201802_a0b,139.409058,568.524231,0.754788,0.000000,0.000000,0.000000,0.5,0.80,0.552858,1.000000,49.55,48.96,24.75,23.49,23.49,100.51,155.9,138.9,10.9,2,4.063,20:13:16,2024-06-05,0.17,1,-0.001,-0.002,-0.012,0.278,0.433,0.825,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.438234,2.424563,1.659954,0.901110,0.275459,-0.013529,0.458784,0.108546,139.409058,0.000214,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605201802_a0b,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
29,20:18:29,2024-06-05,fvfm_wb,rebecca,,002,001,040,0.020123,2.913822,0.019985,0.270721,1.566958,1.561823,2.898228,1.331270,15.539097,15.590183,28.835436,0.298530,1.800000,PSF-01225_20240605201829_7fa,121.272324,470.156189,0.742059,0.000000,0.000000,0.000000,0.5,0.80,0.456693,1.000000,49.98,49.81,24.76,23.45,23.45,100.51,155.7,133.5,14.2,2,4.062,20:13:16,2024-06-05,0.17,1,0.001,0.002,-9999.000,0.140,0.836,-9999.000,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.439286,2.425093,1.658138,0.887846,0.275299,-0.014164,0.460592,0.108339,121.272324,0.000211,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605201829_7fa,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
30,20:19:06,2024-06-05,fvfm_wb,rebecca,,002,002,040,0.086976,2.915379,0.084456,1.158413,1.568033,1.546088,2.915883,1.347851,15.382547,15.600878,29.011093,0.298530,1.800000,PSF-01225_20240605201906_972,135.264877,612.159119,0.779036,0.000000,0.000000,0.000000,0.5,0.80,0.416831,1.000000,49.96,49.26,24.78,23.56,23.56,100.51,155.9,144.4,7.4,1,4.062,20:13:16,2024-06-05,0.17,1,0.000,-0.001,-0.016,0.186,0.102,0.631,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.438593,2.425064,1.659759,0.915046,0.275096,-0.013217,0.463027,0.108197,135.264877,0.000214,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605201906_972,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
31,20:19:35,2024-06-05,fvfm_wb,rebecca,,002,003,040,0.031135,2.916115,0.030806,0.440043,1.554690,1.546358,2.958177,1.403486,15.385234,15.468134,29.431885,0.298530,1.800000,PSF-01225_20240605201935_510,127.791527,539.978760,0.763340,0.000000,0.000000,0.000000,0.5,0.80,0.485709,1.000000,49.49,49.22,24.80,23.79,23.79,100.51,156.0,142.1,8.9,2,4.060,20:13:16,2024-06-05,0.17,1,-0.001,0.001,-0.008,-0.114,0.069,-0.186,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.438551,2.424479,1.660528,0.909130,0.274942,-0.010612,0.464985,0.108376,127.791527,0.000211,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605201935_510,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
32,20:20:08,2024-06-05,fvfm_wb,rebecca,,002,004,040,0.073392,2.916484,0.071591,1.018830,1.558434,1.539149,2.956668,1.398234,15.313662,15.505536,29.417166,0.298530,1.800000,PSF-01225_20240605202008_dd0,141.098495,546.127808,0.741638,0.000000,0.000000,0.000000,0.5,0.80,0.403428,1.000000,49.57,48.96,24.81,23.79,23.79,100.51,156.1,131.1,16.0,1,4.058,20:13:16,2024-06-05,0.17,1,0.002,0.003,-0.016,0.139,0.367,0.339,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.438219,2.424579,1.660914,0.881804,0.274804,-0.010858,0.467161,0.108213,141.098495,0.000213,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605202008_dd0,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
33,20:22:00,2024-06-05,fvfm_wb,rebecca,,003,001,040,0.476936,2.915896,0.409892,5.210377,1.603108,1.504487,2.852348,1.249239,14.969498,15.950771,28.380581,0.298530,1.800000,PSF-01225_20240605202200_310,126.629951,573.804260,0.779315,0.000000,0.000000,0.000000,0.5,0.80,0.341716,1.000000,50.85,47.73,24.86,23.19,23.19,100.50,156.0,147.3,5.6,1,4.056,20:13:16,2024-06-05,0.17,1,0.002,0.003,-0.029,0.071,-0.023,0.032,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.436678,2.426172,1.660299,0.922300,0.274305,-0.018277,0.474673,0.108027,126.629951,0.000211,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605202200_310,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
34,20:22:35,2024-06-05,fvfm_wb,rebecca,,003,002,040,0.479252,2.915946,0.411603,5.061889,1.604561,1.508752,2.813427,1.208866,15.011450,15.964707,27.992414,0.298530,1.800000,PSF-01225_20240605202235_5ae,127.876282,548.460632,0.766845,0.000000,0.000000,0.000000,0.5,0.80,0.446950,1.000000,50.89,47.85,24.86,22.96,22.96,100.51,156.0,137.5,11.8,1,4.056,20:13:16,2024-06-05,0.17,1,-0.002,0.001,-0.010,-0.167,0.038,0.265,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.436832,2.426214,1.660351,0.897748,0.274262,-0.020936,0.476989,0.108281,127.876282,0.000213,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605202235_5ae,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
35,20:23:19,2024-06-05,fvfm_wb,rebecca,,003,003,040,0.100956,2.914211,0.097575,1.225770,1.559515,1.536271,2.794798,1.235283,15.284798,15.516056,27.806240,0.298530,1.800000,PSF-01225_20240605202319_e90,131.407135,571.770081,0.770175,0.000000,0.000000,0.000000,0.5,0.80,0.398367,1.000000,49.45,48.71,24.86,22.85,22.85,100.51,155.8,152.9,1.9,1,4.056,20:13:16,2024-06-05,0.17,1,0.003,0.001,-0.012,-0.166,0.051,0.015,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.437907,2.424420,1.658543,0.936542,0.274229,-0.022229,0.479898,0.108166,131.407135,0.000213,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605202319_e90,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
36,20:24:13,2024-06-05,fvfm_wb,rebecca,,003,004,040,0.019059,2.916858,0.018935,0.278309,1.495161,1.489891,2.939849,1.444688,14.823422,14.875854,29.249537,0.298530,1.800000,PSF-01225_20240605202413_f82,131.743317,571.863770,0.769625,0.000000,0.000000,0.000000,0.5,0.80,0.484877,1.000000,47.32,47.16,24.89,23.69,23.69,100.51,156.1,145.4,6.8,2,4.054,20:23:50,2024-06-05,0.07,1,-0.000,-0.002,-0.010,0.224,0.018,0.336,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.435964,2.421872,1.661304,0.917499,0.273895,-0.012932,0.483400,0.108365,131.743317,0.000213,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605202413_f82,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
37,20:25:08,2024-06-05,fvfm_wb,rebecca,,001,001,045,0.232644,2.915513,0.215452,2.743994,1.573146,1.521178,2.825134,1.251988,15.135756,15.652846,28.110157,0.298530,1.800000,PSF-01225_20240605202508_94c,136.387115,376.289978,0.637548,0.000000,0.000000,0.000000,0.5,0.80,0.208428,1.000000,49.77,48.13,24.90,23.03,23.03,100.50,155.9,130.5,16.3,1,4.053,20:23:50,2024-06-05,0.07,1,-0.004,-0.002,-0.011,-0.055,-0.389,-0.074,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.437170,2.424936,1.659899,0.880438,0.273814,-0.020628,0.486975,0.107829,136.387115,0.000212,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605202508_94c,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
38,20:25:47,2024-06-05,fvfm_wb,rebecca,,001,002,045,0.153697,2.917494,0.146005,1.936999,1.565309,1.528678,2.869232,1.303923,15.210276,15.574753,28.548723,0.298530,1.800000,PSF-01225_20240605202547_a59,150.571701,426.707611,0.647132,0.000000,0.000000,0.000000,0.5,0.80,0.299740,1.000000,49.52,48.36,24.90,23.29,23.29,100.50,156.2,134.2,14.1,1,4.052,20:23:50,2024-06-05,0.07,1,0.001,-0.000,-9999.000,0.279,-0.072,-9999.000,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.437460,2.424620,1.661971,0.889534,0.273797,-0.017696,0.489496,0.108070,150.571701,0.000212,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605202547_a59,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
39,20:26:22,2024-06-05,fvfm_wb,rebecca,,001,003,045,0.017477,2.916620,0.017373,0.260997,1.502551,1.497608,2.978885,1.476334,14.899574,14.948750,29.636667,0.298530,1.800000,PSF-01225_20240605202622_0ae,145.828491,352.921478,0.586796,0.000000,0.000000,0.000000,0.5,0.80,0.259676,1.000000,47.52,47.36,24.91,23.91,23.91,100.51,156.1,136.9,12.3,1,4.051,20:23:50,2024-06-05,0.07,1,0.001,-0.002,-0.014,-0.121,0.129,0.078,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.436213,2.422110,1.661056,0.896225,0.273731,-0.010566,0.491739,0.108034,145.828491,0.000210,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605202622_0ae,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
40,20:26:50,2024-06-05,fvfm_wb,rebecca,,001,004,045,0.022388,2.913611,0.022217,0.328058,1.498148,1.491920,2.949450,1.451302,14.843207,14.905168,29.344259,0.298530,1.800000,PSF-01225_20240605202650_49e,143.207794,357.706909,0.599650,0.000000,0.000000,0.000000,0.5,0.80,0.282604,1.000000,47.34,47.15,24.92,23.75,23.75,100.51,155.7,127.4,18.2,1,4.050,20:23:50,2024-06-05,0.07,1,-0.001,-0.004,-0.010,0.068,0.177,0.143,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.435948,2.421894,1.657919,0.872745,0.273611,-0.012611,0.493496,0.108084,143.207794,0.000216,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605202650_49e,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
41,20:27:49,2024-06-05,fvfm_wb,rebecca,,002,001,045,0.450730,2.916169,0.390391,4.959651,1.594605,1.500733,2.843362,1.248757,14.930769,15.864704,28.288567,0.298530,1.800000,PSF-01225_20240605202749_0a5,132.563705,299.518707,0.557411,0.000000,0.000000,0.000000,0.5,0.80,0.205478,1.000000,50.31,47.35,24.95,23.14,23.14,100.51,156.0,126.0,19.2,1,4.049,20:23:50,2024-06-05,0.07,1,-0.002,-0.003,-0.015,-0.254,0.014,-0.096,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.436199,2.425607,1.660584,0.869520,0.273322,-0.019933,0.497213,0.107903,132.563705,0.000211,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605202749_0a5,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
42,20:28:17,2024-06-05,fvfm_wb,rebecca,,002,002,045,0.029882,2.915404,0.029579,0.400562,1.516830,1.509238,2.848421,1.331591,15.015501,15.091034,28.339111,0.298530,1.800000,PSF-01225_20240605202817_c6c,144.497040,385.979523,0.625636,0.000000,0.000000,0.000000,0.5,0.80,0.267616,1.000000,47.84,47.60,24.95,23.17,23.17,100.51,155.9,154.2,1.1,1,4.048,20:23:50,2024-06-05,0.07,1,-0.001,-0.000,-9999.000,-0.093,0.125,-9999.000,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.436509,2.422512,1.659786,0.939981,0.273251,-0.019672,0.498892,0.108008,144.497040,0.000214,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605202817_c6c,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
43,20:28:44,2024-06-05,fvfm_wb,rebecca,,002,003,045,0.026499,2.916221,0.026261,0.336696,1.506913,1.500535,2.768195,1.261282,14.928913,14.992369,27.540945,0.298530,1.800000,PSF-01225_20240605202844_144,146.025543,323.906769,0.549174,0.000000,0.000000,0.000000,0.5,0.80,0.248920,1.000000,47.51,47.31,24.96,22.70,22.70,100.51,156.0,145.7,6.6,1,4.047,20:23:50,2024-06-05,0.07,1,-0.003,-0.003,-9999.000,0.064,-0.005,-9999.000,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.436140,2.422091,1.660639,0.918303,0.273170,-0.025176,0.500552,0.108053,146.025543,0.000213,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605202844_144,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
44,20:29:19,2024-06-05,fvfm_wb,rebecca,,002,004,045,0.142104,2.915678,0.135500,1.982694,1.515351,1.477780,2.953377,1.438026,14.702633,15.076430,29.383543,0.298530,1.800000,PSF-01225_20240605202919_952,142.670624,337.739838,0.577572,0.000000,0.000000,0.000000,0.5,0.80,0.289039,1.000000,47.75,46.57,24.97,23.77,23.77,100.51,156.0,127.3,18.4,1,4.046,20:23:50,2024-06-05,0.07,1,-0.006,-0.004,-0.014,0.032,0.172,0.070,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.435214,2.422395,1.660072,0.872452,0.273081,-0.012926,0.502696,0.108136,142.670624,0.000215,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605202919_952,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
45,20:29:49,2024-06-05,fvfm_wb,rebecca,,003,001,045,0.064713,2.913662,0.063307,0.879441,1.516232,1.499540,2.881991,1.365760,14.918832,15.084894,28.672750,0.298530,1.800000,PSF-01225_20240605202949_102,160.594940,365.472443,0.560583,0.000000,0.000000,0.000000,0.5,0.80,0.337968,1.000000,47.75,47.22,24.98,23.36,23.36,100.51,155.7,139.6,10.3,2,4.046,20:23:50,2024-06-05,0.07,1,0.002,0.002,-9999.000,0.141,0.526,-9999.000,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.436029,2.422388,1.657972,0.902886,0.272958,-0.017753,0.504510,0.108317,160.594940,0.000213,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605202949_102,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
46,20:30:33,2024-06-05,fvfm_wb,rebecca,,003,002,045,0.126645,2.916737,0.121375,1.775238,1.515743,1.482129,2.953254,1.437512,14.744797,15.079203,29.380131,0.298530,1.800000,PSF-01225_20240605203033_963,155.565613,355.827576,0.562806,0.000000,0.000000,0.000000,0.5,0.80,0.234701,1.000000,47.67,46.62,25.00,23.77,23.77,100.52,156.1,136.8,12.4,1,4.045,20:23:50,2024-06-05,0.07,1,0.001,-0.000,-0.011,0.087,0.051,0.259,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.435272,2.422294,1.661179,0.895788,0.272741,-0.013301,0.507258,0.107989,155.565613,0.000209,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605203033_963,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
